,qid,order,query,bm25.recip_rank
1375,QALD2_te-46,bt_bing_russian,What professional surfers were born in the Philippines,0.125
1376,QALD2_te-46,bt_nllb_russian,What professional surfers were born in the Philippines,0.125
1377,QALD2_te-46,stem.paicehusk,which profess surf wer born on the philippin,0.0909
1378,QALD2_te-46,bt_nllb_swahili,Where are the professional surfers born in the Philippines,0.0833
1379,QALD2_te-46,bt_nllb_french,What kind of professional surfers were born in the Philippines,0.0769
1380,QALD2_te-46,bt_bing_arabic,Who are the professional surfers born in the Philippines,0.0714
1381,QALD2_te-46,bt_bing_korean,Who are the professional surfers born in the Philippines,0.0714
1382,QALD2_te-46,bt_nllb_chinese_yue,Who was born a professional surfer in the Philippines,0.0714
1383,QALD2_te-48,-1,In which UK city are the headquarters of the MI6?,0.0
1384,QALD2_te-48,word2vec.topn3,uk city headquarters mi england british town metropolis HQ mi gchq,0.3333
1385,QALD2_te-48,relevancefeedback.topn10.qld,in which uk city are the headquarters of the mi intellig govern build london commun servic whitehal kill,0.0556
1386,QALD2_te-48,word2vec.topn3.replace,england british town metropolis HQ mi gchq,0.0556
1387,QALD2_te-48,conceptluster.topn5.3.bm25,uk city headquarters mi secret intelligence service headquarters city london united kingdom,0.0312
1388,QALD2_te-48,conceptluster.topn5.3.qld,uk city headquarters mi city london secret intelligence service headquarters united kingdom,0.0312
1389,QALD2_te-48,tagmee.topn3,uk city headquarters mi United Kingdom City of London Headquarters Secret Intelligence Service,0.0312
1390,QALD2_te-48,conceptnet.topn3,uk city headquarters mi hat stand tyke capital town sbs secret intelligence service,0.0286
1391,QALD2_te-48,glove.topn3,uk city headquarters mi whilst u k town offices outside mi sis,0.0217
1392,QALD2_te-48,tagmee.topn3.replace,United Kingdom City of London Headquarters Secret Intelligence Service,0.0213
1393,QALD2_te-48,wiki.topn3.replace,british islands united kingdom great britain united kingdom cities london greater london city london city london military locations headquarters aspects organizations headquarters secret intelligence service british intelligence agencies mi secret intelligence service,0.0159
1394,QALD2_te-48,conceptnet.topn3.replace,hat stand tyke capital town headquarters sbs secret intelligence service,0.0132
1395,QALD2_te-48,wiki.topn3,uk city headquarters mi british islands united kingdom great britain united kingdom cities london greater london city london city london military locations headquarters aspects organizations headquarters secret intelligence service british intelligence agencies mi secret intelligence service,0.0123
1396,QALD2_te-48,wordnet.topn3.replace,United Kingdom Britain Great Britain metropolis urban center central office HQ mi,0.0122
1397,QALD2_te-49,-1,Which other weapons did the designer of the Uzi develop?,0.3333
1398,QALD2_te-49,sensedisambiguation.replace,Which other weapon did the interior designer of the uzi train,1.0
1399,QALD2_te-49,anchor.topn3,weapons designer uzi develop gamilia ramirez pinki region mirror cdcl,0.5
1400,QALD2_te-49,bt_nllb_malay,Another weapon made by Uzi s designer,0.5
1401,QALD2_te-49,bt_nllb_russian,What other weapons did Uzi design,0.5
1402,QALD2_te-49,relevancefeedback.topn10.qld,which other weapons did the designer of the uzi develop gun weapon game design syria portugues z,0.5
1403,QALD2_te-49,sensedisambiguation,Which other weapons weapon did the designer interior designer of the Uzi develop train,0.5
1404,QALD2_te-5,-1,What is the second highest mountain on Earth?,0.3333
1405,QALD2_te-5,termluster.topn5.3.bm25,second highest mountain earth,1.0
1406,QALD2_te-5,termluster.topn5.3.qld,second highest mountain earth,1.0
1407,QALD2_te-5,thesaurus.topn3,second highest mountain earth,1.0
1408,QALD2_te-5,thesaurus.topn3.replace,second highest mountain earth,1.0
1409,QALD2_te-5,sensedisambiguation,What is the second highest high mountain on Earth worldly concern,0.5
1410,QALD2_te-51,-1,Give me all Frisian islands that belong to the Netherlands.,1.0
1411,QALD2_te-53,-1,What is the ruling party in Lisbon?,0.0
1412,QALD2_te-53,bt_nllb_malay,What party is in power in Lisbon,0.0145
1413,QALD2_te-53,glove.topn3,ruling party lisbon decision democratic portugal prohertrib,0.0108
1414,QALD2_te-55,-1,Which Greek goddesses dwelt on Mount Olympus?,1.0
1415,QALD2_te-57,-1,Give me the Apollo 14 astronauts.,0.0714
1416,QALD2_te-57,wiki.topn3,give apollo astronauts video greatest hits history foolish beat lovnever felt good give apollo apollo apollo apollo astronauts spacshuttlatlantis destroyed spacecraft astronaut,1.0
1417,QALD2_te-57,rm3.topn10.10.0.5.bm25,Give me the Apollo 14 astronauts.,0.5
1418,QALD2_te-57,rm3.topn10.10.0.5.qld,Give me the Apollo 14 astronauts.,0.5
1419,QALD2_te-57,wiki.topn3.replace,video greatest hits history foolish beat lovnever felt good give apollo apollo apollo apollo astronauts spacshuttlatlantis destroyed spacecraft astronaut,0.5
1420,QALD2_te-57,relevancefeedback.topn10.bm25,give me the apollo astronauts lunar spacecraft cover space name state,0.3333
1421,QALD2_te-57,relevancefeedback.topn10.qld,give me the apollo astronauts lunar spacecraft state cover,0.3333
1422,QALD2_te-57,conceptnet.topn3,give apollo astronauts offer provide pay Phoebus Apollo people the space shuttle journey to the moon,0.25
1423,QALD2_te-57,anchor.topn3,give apollo astronauts allegiance you we r mopso ifly eniaio,0.2
1424,QALD2_te-57,termluster.topn5.3.bm25,give apollo astronauts,0.1429
1425,QALD2_te-57,termluster.topn5.3.qld,give apollo astronauts,0.1429
1426,QALD2_te-57,thesaurus.topn3,give apollo astronauts,0.1429
1427,QALD2_te-57,thesaurus.topn3.replace,give apollo astronauts,0.1429
1428,QALD2_te-57,stem.paicehusk,giv me the apollo astronaut,0.125
1429,QALD2_te-57,tagmee.topn3,give apollo astronauts Give In to Me Apollo Astronaut,0.125
1430,QALD2_te-57,conceptluster.topn5.3.bm25,give apollo astronauts give astronaut,0.1
1431,QALD2_te-57,conceptluster.topn5.3.qld,give apollo astronauts give astronaut,0.1
1432,QALD2_te-57,bt_nllb_french,Give me the astronauts from Apollo,0.0833
1433,QALD2_te-58,-1,What is the time zone of Salt Lake City?,0.0149
1434,QALD2_te-58,wordnet.topn3,time zone salt lake city clock time meter zona geographical zone table salt saltiness metropolis urban center,0.5
1435,QALD2_te-58,conceptnet.topn3,time zone salt lake city minute hour clock white seasoning pepper water capital town,0.3333
1436,QALD2_te-58,wordnet.topn3.replace,meter clock prison term district geographical zone table salt Strategic Arms Limitation Talks lake metropolis urban center,0.3333
1437,QALD2_te-58,word2vec.topn3,time zone salt lake city moment time period Iodized pond town metropolis,0.0909
1438,QALD2_te-58,relevancefeedback.topn10.qld,what is the time zone of salt lake city utah school,0.0303
1439,QALD2_te-58,glove.topn3,time zone salt lake city when area taste lake pond town,0.0213
1440,QALD2_te-58,wiki.topn3.replace,list tz databastimzones time zones templates daylight saving time time zone salt lake city utah salt lake city metropolitan area county seats utah salt lake city,0.0213
1441,QALD2_te-58,tagmee.topn3,time zone salt lake city Time zone Salt Lake City,0.0196
1442,QALD2_te-58,tagmee.topn3.replace,Time zone Salt Lake City,0.0196
1443,QALD2_te-58,termluster.topn5.3.bm25,time zone salt lake city,0.0196
1444,QALD2_te-58,termluster.topn5.3.qld,time zone salt lake city,0.0196
1445,QALD2_te-58,thesaurus.topn3,time zone salt lake city,0.0196
1446,QALD2_te-58,thesaurus.topn3.replace,time zone salt lake city,0.0196
1447,QALD2_te-58,wiki.topn3,time zone salt lake city list tz databastimzones time zones templates daylight saving time time zone salt lake city utah salt lake city metropolitan area county seats utah salt lake city,0.0196
1448,QALD2_te-58,bt_nllb_french,What s the time zone for Salt Lake City,0.0189
1449,QALD2_te-58,bt_nllb_german,What s the time zone of Salt Lake City,0.0189
1450,QALD2_te-58,bt_nllb_malay,What s the time zone of Salt Lake City,0.0189
1451,QALD2_te-58,bt_nllb_persian,What s the time zone in Salt Lake City,0.0189
1452,QALD2_te-58,anchor.topn3,time zone salt lake city byo yomi дрене netherwar bayenga weldiya bhorle n phenacyl salt flavylium tetrathiomolybd yanama yungay lake landslid,0.0164
1453,QALD2_te-59,-1,Which U.S. states are in the same timezone as Utah?,0.0
1454,QALD2_te-59,word2vec.topn3.replace,usa u s american sates states time zone UTC idaho arizona nevada,0.1111
1455,QALD2_te-59,word2vec.topn3,u s states timezone utah usa u s american sates states time zone UTC idaho arizona nevada,0.0127
1456,QALD2_te-6,-1,Give me all professional skateboarders from Sweden.,0.1667
1457,QALD2_te-6,bt_nllb_chinese_yue,To all the professional skateboarders from Sweden,1.0
1458,QALD2_te-6,termluster.topn5.3.bm25,give professional skateboarders sweden,1.0
1459,QALD2_te-6,termluster.topn5.3.qld,give professional skateboarders sweden,1.0
1460,QALD2_te-6,thesaurus.topn3,give professional skateboarders sweden,1.0
1461,QALD2_te-6,thesaurus.topn3.replace,give professional skateboarders sweden,1.0
1462,QALD2_te-6,wiki.topn3,give professional skateboarders sweden video greatest hits history foolish beat lovnever felt good give skateboard bmx skateboarding equipment skateboarding year establishment unknown sweden swedish speaking countries territories sweden,1.0
1463,QALD2_te-6,sensedisambiguation.replace,yield me all professional skateboarder from sweden,0.5
1464,QALD2_te-6,wiki.topn3.replace,video greatest hits history foolish beat lovnever felt good give skateboard bmx skateboarding equipment skateboarding year establishment unknown sweden swedish speaking countries territories sweden,0.5
1465,QALD2_te-6,bt_nllb_korean,Give me all the Swedish professional skateboards,0.3333
1466,QALD2_te-6,bt_nllb_persian,Give me all the professional Swedish skateboards,0.3333
1467,QALD2_te-6,sensedisambiguation,Give yield me all professional skateboarders skateboarder from Sweden,0.3333
1468,QALD2_te-6,stem.porter,give me all profession skateboard from sweden,0.3333
1469,QALD2_te-6,stem.porter2,give me all profession skateboard from sweden,0.3333
1470,QALD2_te-6,tagmee.topn3,give professional skateboarders sweden Give In to Me Skateboarding Sweden,0.3333
1471,QALD2_te-6,conceptluster.topn5.3.bm25,give professional skateboarders sweden give skateboarding,0.25
1472,QALD2_te-6,conceptluster.topn5.3.qld,give professional skateboarders sweden give skateboarding,0.25
1473,QALD2_te-6,bt_nllb_french,Give me all the professional skateboarders in Sweden,0.2
1474,QALD2_te-60,-1,Give me a list of all lakes in Denmark.,0.0323
1475,QALD2_te-60,termluster.topn5.3.bm25,give list lakes denmark,1.0
1476,QALD2_te-60,termluster.topn5.3.qld,give list lakes denmark,1.0
1477,QALD2_te-60,thesaurus.topn3,give list lakes denmark,1.0
1478,QALD2_te-60,thesaurus.topn3.replace,give list lakes denmark,1.0
1479,QALD2_te-60,bt_nllb_tamil,Give me a list of lakes in Denmark,0.2
1480,QALD2_te-60,conceptluster.topn5.3.bm25,give list lakes denmark give denmark national cricket team,0.2
1481,QALD2_te-60,conceptluster.topn5.3.qld,give list lakes denmark give denmark national cricket team,0.2
1482,QALD2_te-60,bt_bing_korean,Please give us a list of all the lakes in Denmark,0.1667
1483,QALD2_te-60,tagmee.topn3,give list lakes denmark Give In to Me Denmark national cricket team,0.1429
1484,QALD2_te-60,sensedisambiguation,Give yield me a list tilt of all lakes lake in Denmark,0.0833
1485,QALD2_te-63,-1,Give me all Argentine films.,0.3333
1486,QALD2_te-63,sensedisambiguation,Give yield me all Argentine films movie,1.0
1487,QALD2_te-63,sensedisambiguation.replace,yield me all argentine movie,1.0
1488,QALD2_te-63,bt_bing_arabic,Give me all the Argentine movies,0.5
1489,QALD2_te-63,bt_bing_chinese_simplified,Give me all Argentine movies,0.5
1490,QALD2_te-63,bt_bing_german,Give me all the Argentine movies,0.5
1491,QALD2_te-63,bt_bing_malay,Give me all the Argentine movies,0.5
1492,QALD2_te-63,bt_bing_persian,Give me all the Argentine movies,0.5
1493,QALD2_te-63,bt_bing_russian,Give me all the Argentine movies,0.5
1494,QALD2_te-63,bt_nllb_arabic,Give me all the Argentine movies,0.5
1495,QALD2_te-63,bt_nllb_chinese_yue,Give me all the Argentine movies,0.5
1496,QALD2_te-63,bt_nllb_german,Give me all the Argentine movies,0.5
1497,QALD2_te-63,bt_nllb_korean,Give me all the Argentine movies,0.5
1498,QALD2_te-63,bt_nllb_malay,Give me all the Argentine movies,0.5
1499,QALD2_te-63,bt_nllb_persian,Give me all the Argentine movies,0.5
1500,QALD2_te-63,bt_nllb_swahili,Give me all the Argentine movies,0.5
1501,QALD2_te-63,glove.topn3,give argentine films take argentinian argentina movies,0.5
1502,QALD2_te-63,stem.paicehusk,giv me al argentin film,0.5
1503,QALD2_te-63,tagmee.topn3,give argentine films Give In to Me Cinema of Argentina Cinema of Argentina,0.5
1504,QALD2_te-64,-1,Give me all launch pads operated by NASA.,1.0
1505,QALD2_te-65,-1,Which instruments did John Lennon play?,0.5
1506,QALD2_te-65,termluster.topn5.3.bm25,instruments john lennon play,1.0
1507,QALD2_te-65,termluster.topn5.3.qld,instruments john lennon play,1.0
1508,QALD2_te-65,thesaurus.topn3,instruments john lennon play,1.0
1509,QALD2_te-65,thesaurus.topn3.replace,instruments john lennon play,1.0
1510,QALD2_te-66,-1,Which ships were called after Benjamin Franklin?,0.0769
1511,QALD2_te-66,conceptnet.topn3,ships called benjamin franklin captain weather storms Submarines benjaminite John Hope Franklin,1.0
1512,QALD2_te-66,tagmee.topn3.replace,Sailing ship Benjamin Franklin,1.0
1513,QALD2_te-66,word2vec.topn3,ships called benjamin franklin warships vessels termed dubbed named seymour jeffrey eleanor ballard livingston patterson,1.0
1514,QALD2_te-66,conceptluster.topn5.3.bm25,ships called benjamin franklin sailing ship,0.5
1515,QALD2_te-66,conceptluster.topn5.3.qld,ships called benjamin franklin sailing ship,0.5
1516,QALD2_te-66,tagmee.topn3,ships called benjamin franklin Sailing ship Benjamin Franklin,0.5
1517,QALD2_te-66,stem.paicehusk,which ship wer cal aft benjamin franklin,0.25
1518,QALD2_te-66,termluster.topn5.3.bm25,ships called benjamin franklin,0.25
1519,QALD2_te-66,termluster.topn5.3.qld,ships called benjamin franklin,0.25
1520,QALD2_te-66,thesaurus.topn3,ships called benjamin franklin,0.25
1521,QALD2_te-66,thesaurus.topn3.replace,ships called benjamin franklin,0.25
1522,QALD2_te-66,bt_bing_tamil,Which ships were named after Benjamin Franklin,0.2
1523,QALD2_te-66,bt_nllb_french,Which ships were named after Benjamin Franklin,0.2
1524,QALD2_te-66,bt_nllb_german,Which ships were named after Benjamin Franklin,0.2
1525,QALD2_te-66,bt_bing_persian,Which ships were named Benjamin Franklin,0.1667
1526,QALD2_te-66,bt_bing_french,What ships were named after Benjamin Franklin,0.1429
1527,QALD2_te-66,bt_bing_german,What ships were named after Benjamin Franklin,0.1429
1528,QALD2_te-66,bt_bing_russian,What ships were named after Benjamin Franklin,0.1429
1529,QALD2_te-66,bt_bing_swahili,What ships were named after Benjamin Franklin,0.1429
1530,QALD2_te-66,bt_nllb_swahili,What ships were named after Benjamin Franklin,0.1429
1531,QALD2_te-66,bt_nllb_tamil,What ships were named after Benjamin Franklin,0.1429
1532,QALD2_te-66,bt_bing_chinese_simplified,Which ships are named after Benjamin Franklin,0.1111
1533,QALD2_te-66,bt_nllb_arabic,Which ship is named after Benjamin Franklin,0.1111
1534,QALD2_te-66,bt_nllb_chinese_yue,Which ship is named after Benjamin Franklin,0.1111
1535,QALD2_te-66,bt_nllb_korean,Which ships are named after Benjamin Franklin,0.1111
1536,QALD2_te-66,bt_nllb_malay,Which ship is named after Benjamin Franklin,0.1111
1537,QALD2_te-66,stem.lovins,which ship wer cal after benjamin franklin,0.1111
1538,QALD2_te-66,bt_bing_arabic,What ships are named after Benjamin Franklin,0.0833
1539,QALD2_te-66,bt_nllb_persian,What ships are named after Benjamin Franklin,0.0833
1540,QALD2_te-66,bt_nllb_russian,What ships are named after Benjamin Franklin,0.0833
1541,QALD2_te-67,-1,Who are the parents of the wife of Juan Carlos I?,0.0769
1542,QALD2_te-67,stem.trunc5,who are the paren of the wife of juan carlo i,0.1429
1543,QALD2_te-72,-1,In which U.S. state is Area 51 located?,0.0
1544,QALD2_te-72,conceptluster.topn5.3.bm25,u s state area located tonopah test range,0.0556
1545,QALD2_te-72,conceptluster.topn5.3.qld,u s state area located tonopah test range,0.0556
1546,QALD2_te-72,wiki.topn3.replace,country subdivisions americas west virginia west virginia u s state fallon rangtraining complex tonopah air forcstation miko callaghan federal hospital tonopah test range,0.0333
1547,QALD2_te-72,tagmee.topn3.replace,U S state Tonopah Test Range,0.0278
1548,QALD2_te-72,wiki.topn3,u s state area located country subdivisions americas west virginia west virginia u s state fallon rangtraining complex tonopah air forcstation miko callaghan federal hospital tonopah test range,0.0256
1549,QALD2_te-75,-1,Which daughters of British earls died in the same place they were born in?,0.0217
1550,QALD2_te-75,termluster.topn5.3.bm25,daughters british earls died place born,0.0556
1551,QALD2_te-75,termluster.topn5.3.qld,daughters british earls died place born,0.0556
1552,QALD2_te-75,thesaurus.topn3,daughters british earls died place born,0.0556
1553,QALD2_te-75,thesaurus.topn3.replace,daughters british earls died place born,0.0556
1554,QALD2_te-75,glove.topn3,daughters british earls died place born sons britain canadian viscounts dukes death killed née married,0.0256
1555,QALD2_te-76,-1,List the children of Margaret Thatcher.,1.0
1556,QALD2_te-77,-1,Who was called Scarface?,0.0909
1557,QALD2_te-77,bt_bing_chinese_simplified,Who is Scarface,1.0
1558,QALD2_te-77,bt_bing_swahili,Who was Scarface,1.0
1559,QALD2_te-77,bt_nllb_chinese_yue,Who is Scarface,1.0
1560,QALD2_te-77,bt_nllb_french,Who was Scarface,1.0
1561,QALD2_te-77,bt_nllb_german,Who was Scarface,1.0
1562,QALD2_te-77,bt_nllb_korean,Who called you Scarface,1.0
1563,QALD2_te-77,bt_nllb_russian,Who was Scarface,1.0
1564,QALD2_te-77,bt_nllb_swahili,Who was Scarface,1.0
1565,QALD2_te-77,conceptnet.topn3,called scarface Alphonse Capone,1.0
1566,QALD2_te-77,conceptnet.topn3.replace,called Alphonse Capone,1.0
1567,QALD2_te-77,wiki.topn3,called scarface throlling stones fleetwood mac led zeppelin rappers missouri geto boys willid scarface rapper,1.0
1568,QALD2_te-77,wiki.topn3.replace,throlling stones fleetwood mac led zeppelin rappers missouri geto boys willid scarface rapper,1.0
1569,QALD2_te-77,wordnet.topn3,called scarface telephone call in phone Alphonse Capone Capone,1.0
1570,QALD2_te-77,wordnet.topn3.replace,bid forebode address Alphonse Capone Capone,1.0
1571,QALD2_te-77,sensedisambiguation,Who was called visit Scarface capone,0.5
1572,QALD2_te-77,stem.paicehusk,who was cal scarfac,0.2
1573,QALD2_te-77,bt_bing_russian,Who was Scarface s name,0.1667
1574,QALD2_te-77,conceptluster.topn5.3.bm25,called scarface scarface rapper,0.125
1575,QALD2_te-77,conceptluster.topn5.3.qld,called scarface scarface rapper,0.125
1576,QALD2_te-77,relevancefeedback.topn10.bm25,who was called scarface film record album messier buffi paul cast d,0.125
1577,QALD2_te-8,-1,To which countries does the Himalayan mountain system extend?,1.0
1578,QALD2_te-80,-1,Give me all books by William Goldman with more than 300 pages.,1.0
1579,QALD2_te-81,-1,Which books by Kerouac were published by Viking Press?,1.0
1580,QALD2_te-82,-1,Give me a list of all American inventions.,0.0137
1581,QALD2_te-82,glove.topn3,give list american inventions take u s innovations,1.0
1582,QALD2_te-82,word2vec.topn3,give list american inventions provide list british america inventors,1.0
1583,QALD2_te-82,wordnet.topn3,give list american inventions grant pass ease up heel name American language American English innovation conception,1.0
1584,QALD2_te-82,word2vec.topn3.replace,provide list british america inventors,0.5
1585,QALD2_te-82,termluster.topn5.3.bm25,give list american inventions,0.1429
1586,QALD2_te-82,termluster.topn5.3.qld,give list american inventions,0.1429
1587,QALD2_te-82,thesaurus.topn3,give list american inventions,0.1429
1588,QALD2_te-82,thesaurus.topn3.replace,give list american inventions,0.1429
1589,QALD2_te-82,conceptluster.topn5.3.bm25,give list american inventions a list give all america,0.1111
1590,QALD2_te-82,conceptluster.topn5.3.qld,give list american inventions give all america a list,0.1111
1591,QALD2_te-82,bt_nllb_korean,Give me a list of American inventions,0.0385
1592,QALD2_te-82,bt_nllb_tamil,Give me a list of American inventions,0.0385
1593,QALD2_te-82,sensedisambiguation,Give yield me a list tilt of all American inventions invention,0.0154
1594,QALD2_te-84,-1,Who created the comic Captain America?,0.0909
1595,QALD2_te-84,conceptluster.topn5.3.bm25,created comic captain america comic book,0.5
1596,QALD2_te-84,conceptluster.topn5.3.qld,created comic captain america comic book,0.5
1597,QALD2_te-84,tagmee.topn3,created comic captain america Comic book Captain America,0.5
1598,QALD2_te-84,termluster.topn5.3.bm25,created comic captain america,0.5
1599,QALD2_te-84,termluster.topn5.3.qld,created comic captain america,0.5
1600,QALD2_te-84,thesaurus.topn3,created comic captain america,0.5
1601,QALD2_te-84,thesaurus.topn3.replace,created comic captain america,0.5
1602,QALD2_te-84,word2vec.topn3,created comic captain america formed developed established comic book vice captain usa americans,0.5
1603,QALD2_te-84,wordnet.topn3,created comic captain america make produce risible comedian maitre d hotel police chief sea captain the States US United States of America,0.5
1604,QALD2_te-84,tagmee.topn3.replace,Comic book Captain America,0.3333
1605,QALD2_te-84,wiki.topn3,created comic captain america comics formats dc comics eisner award winners best comics related periodical journalism comic book thamazing spider man ms marvel fantastic four captain america,0.25
1606,QALD2_te-84,bt_bing_chinese_simplified,Who created the comic book Captain America,0.2
1607,QALD2_te-84,bt_bing_korean,Who created the comic book Captain America,0.2
1608,QALD2_te-84,bt_nllb_french,Who created the comic book Captain America,0.2
1609,QALD2_te-84,bt_nllb_german,Who created the comic book Captain America,0.2
1610,QALD2_te-84,bt_nllb_korean,Who made the comic Captain America,0.2
1611,QALD2_te-84,bt_nllb_tamil,Who created the comic book Captain America,0.2
1612,QALD2_te-84,wiki.topn3.replace,comics formats dc comics eisner award winners best comics related periodical journalism comic book thamazing spider man ms marvel fantastic four captain america,0.1
1613,QALD2_te-86,-1,What is the largest city in Australia?,0.0169
1614,QALD2_te-86,termluster.topn5.3.bm25,largest city australia,1.0
1615,QALD2_te-86,termluster.topn5.3.qld,largest city australia,1.0
1616,QALD2_te-86,thesaurus.topn3,largest city australia,1.0
1617,QALD2_te-86,thesaurus.topn3.replace,largest city australia,1.0
1618,QALD2_te-86,conceptluster.topn5.3.bm25,largest city australia melbourne city centre,0.5
1619,QALD2_te-86,conceptluster.topn5.3.qld,largest city australia melbourne city centre,0.5
1620,QALD2_te-86,tagmee.topn3,largest city australia Melbourne City Centre Australia,0.5
1621,QALD2_te-86,word2vec.topn3,largest city australia biggest second largest smallest town metropolis australian sydney queensland,0.5
1622,QALD2_te-86,word2vec.topn3.replace,biggest second largest smallest town metropolis australian sydney queensland,0.5
1623,QALD2_te-86,wiki.topn3,largest city australia elizabeth street melbourne la trobstreet melbourne melbourntram rout melbourne city centre australia states territories australia australian capital cities australia,0.3333
1624,QALD2_te-86,wordnet.topn3,largest city australia bombastic heavy big metropolis urban center Commonwealth of Australia,0.25
1625,QALD2_te-86,wiki.topn3.replace,elizabeth street melbourne la trobstreet melbourne melbourntram rout melbourne city centre australia states territories australia australian capital cities australia,0.1111
1626,QALD2_te-86,sensedisambiguation,What is the largest large city in Australia,0.0588
1627,QALD2_te-86,tagmee.topn3.replace,Melbourne City Centre Australia,0.0417
1628,QALD2_te-86,glove.topn3,largest city australia biggest large town zealand australian,0.0333
1629,QALD2_te-86,relevancefeedback.topn10.qld,what is the largest city in australia citi object comet museum c galaxi concert state basin southport,0.0256
1630,QALD2_te-87,-1,Who composed the music for Harold and Maude?,0.3333
1631,QALD2_te-87,stem.porter,who compos the music for harold and maud,1.0
1632,QALD2_te-87,stem.porter2,who compos the music for harold and maud,1.0
1633,QALD2_te-87,tagmee.topn3.replace,The Who Musical composition Music Harold and Maude,0.5
1634,QALD2_te-88,-1,Which films starring Clint Eastwood did he direct himself?,0.25
1635,QALD2_te-88,anchor.topn3,films starring clint eastwood direct small hawkeye small barton br clippeti cyberpark weleetka kirey direc framework,1.0
1636,QALD2_te-88,bt_nllb_chinese_yue,What movies did Clint Eastwood star in,1.0
1637,QALD2_te-88,conceptnet.topn3,films starring clint eastwood direct prima leading nuts washing his car geology eastwoodian door to door undeviating,1.0
1638,QALD2_te-88,glove.topn3,films starring clint eastwood direct movies co starring eastwood dempsey clint redford indirect directly,1.0
1639,QALD2_te-88,tagmee.topn3,films starring clint eastwood direct Harry Potter film series Clint Eastwood Film director,1.0
1640,QALD2_te-88,termluster.topn5.3.bm25,films starring clint eastwood direct,1.0
1641,QALD2_te-88,termluster.topn5.3.qld,films starring clint eastwood direct,1.0
1642,QALD2_te-88,thesaurus.topn3,films starring clint eastwood direct,1.0
1643,QALD2_te-88,thesaurus.topn3.replace,films starring clint eastwood direct,1.0
1644,QALD2_te-88,word2vec.topn3,films starring clint eastwood direct movies documentaries co starring costarring eastwood darrell eleanor clint dillon kruger indirect directly,1.0
1645,QALD2_te-88,wordnet.topn3,films starring clint eastwood direct movie motion picture take leading orchestrate directly verbatim,1.0
1646,QALD2_te-88,wordnet.topn3.replace,cinema take plastic film prima leading asterisk clint eastwood channelise aim address,1.0
1647,QALD2_te-88,bt_bing_french,What movies with Clint Eastwood did he direct,0.5
1648,QALD2_te-88,bt_bing_german,Which films starring Clint Eastwood has he directed himself,0.5
1649,QALD2_te-88,bt_bing_persian,What films did he direct with Clint Eastwood,0.5
1650,QALD2_te-88,bt_nllb_malay,Which movie is Clint Eastwood starring in that he directed himself,0.5
1651,QALD2_te-88,bt_nllb_tamil,What films did he direct with Clint Eastwood,0.5
1652,QALD2_te-88,conceptluster.topn5.3.bm25,films starring clint eastwood direct harry potter film series film director,0.5
1653,QALD2_te-88,conceptluster.topn5.3.qld,films starring clint eastwood direct harry potter film series film director,0.5
1654,QALD2_te-88,glove.topn3.replace,movies co starring eastwood dempsey clint redford indirect directly,0.5
1655,QALD2_te-88,tagmee.topn3.replace,Harry Potter film series Clint Eastwood Film director,0.5
1656,QALD2_te-88,word2vec.topn3.replace,movies documentaries co starring costarring eastwood darrell eleanor clint dillon kruger indirect directly,0.5
1657,QALD2_te-88,bt_bing_chinese_simplified,What movies did Clint Eastwood star in which he directed himself,0.3333
1658,QALD2_te-88,bt_bing_russian,What films starring Clint Eastwood has he directed himself,0.3333
1659,QALD2_te-88,bt_nllb_arabic,Which Clint Eastwood movies did he put in himself,0.3333
1660,QALD2_te-88,bt_nllb_french,What films with Clint Eastwood did he direct himself,0.3333
1661,QALD2_te-88,bt_nllb_german,What movies did he direct with Clint Eastwood himself,0.3333
1662,QALD2_te-88,bt_nllb_korean,What are the movies that Clint Eastwood starred in,0.3333
1663,QALD2_te-88,bt_nllb_persian,What original movies did Clint Eastwood direct,0.3333
1664,QALD2_te-88,bt_nllb_russian,What Clint Eastwood movies did he direct himself,0.3333
1665,QALD2_te-88,bt_nllb_swahili,What films with Clint Eastwood did he direct himself,0.3333
1666,QALD2_te-88,stem.porter,which film starr clint eastwood did he direct himself,0.3333
1667,QALD2_te-89,-1,In which city was the former Dutch queen Juliana buried?,0.125
1668,QALD2_te-89,wiki.topn3,city former dutch queen juliana buried languages abislands languages netherlands low franconian languages dutch language catharina amalia princess orange recipients honorary order palm dutch royal house monarchy netherlands dukhenry mecklenburg schwerin order liberator princess margriet thnetherlands juliana netherlands wak ceremony widow coffin funeral,1.0
1669,QALD2_te-89,wiki.topn3.replace,languages abislands languages netherlands low franconian languages dutch language catharina amalia princess orange recipients honorary order palm dutch royal house monarchy netherlands dukhenry mecklenburg schwerin order liberator princess margriet thnetherlands juliana netherlands wak ceremony widow coffin funeral,1.0
1670,QALD2_te-89,relevancefeedback.topn10.bm25,in which city was the former dutch queen juliana buried soestdijk regalia state netherland dai hofman princess order airport,0.5
1671,QALD2_te-89,relevancefeedback.topn10.qld,in which city was the former dutch queen juliana buried order princess netherland dai kidnap regalia hofman,0.3333
1672,QALD2_te-89,wordnet.topn3.replace,metropolis urban center late previous Dutch people queen mole rat fagot fag juliana inter swallow up inhumed,0.3333
1673,QALD2_te-89,bt_bing_arabic,What city was the former Dutch Queen Juliana buried in,0.25
1674,QALD2_te-89,bt_bing_german,What city was former Dutch Queen Juliana buried in,0.25
