,qid,order,query,bm25.map
9986,QALD2_te-24,bt_nllb_arabic,Who was the father of Queen Elizabeth II,0.0073
9987,QALD2_te-24,bt_nllb_chinese_yue,Who was the father of Queen Elizabeth II,0.0073
9988,QALD2_te-24,bt_nllb_french,Who was the father of Queen Elizabeth II,0.0073
9989,QALD2_te-24,bt_nllb_german,Who was the father of Queen Elizabeth II,0.0073
9990,QALD2_te-24,bt_nllb_korean,Who was the father of Queen Elizabeth II,0.0073
9991,QALD2_te-24,bt_nllb_malay,Who was the father of Queen Elizabeth II,0.0073
9992,QALD2_te-24,bt_nllb_persian,Who was the father of Queen Elizabeth II,0.0073
9993,QALD2_te-24,bt_nllb_russian,Who was the father of Queen Elizabeth II,0.0073
9994,QALD2_te-24,bt_nllb_swahili,Who was the father of Queen Elizabeth II,0.0073
9995,QALD2_te-24,bt_nllb_tamil,Who was the father of Queen Elizabeth II,0.0073
9996,QALD2_te-24,docluster.topn10.3.bm25,who was the father of queen elizabeth ii,0.0073
9997,QALD2_te-24,docluster.topn10.3.qld,who was the father of queen elizabeth ii,0.0073
9998,QALD2_te-24,original,Who was the father of Queen Elizabeth II,0.0073
9999,QALD2_te-24,rm3.topn10.10.0.5.bm25,Who was the father of Queen Elizabeth II?,0.0073
10000,QALD2_te-24,rm3.topn10.10.0.5.qld,Who was the father of Queen Elizabeth II?,0.0073
10001,QALD2_te-24,stem.krovetz,who was the father of queen elizabeth ii,0.0073
10002,QALD2_te-24,stem.porter2,who was the father of queen elizabeth ii,0.0073
10003,QALD2_te-24,stem.sstemmer,who was the father of queen elizabeth ii,0.0073
10004,QALD2_te-24,stem.lovins,wh wa th father of queen elizabeth ii,0.0064
10005,QALD2_te-24,tagmee.topn3,father queen elizabeth ii The Who Father band Elizabeth II,0.0035
10006,QALD2_te-24,conceptluster.topn5.3.bm25,father queen elizabeth ii father band,0.0034
10007,QALD2_te-24,conceptluster.topn5.3.qld,father queen elizabeth ii father band,0.0034
10008,QALD2_te-24,glove.topn3,father queen elizabeth ii son grandfather elizabeth king margaret queen iii iv,0.0031
10009,QALD2_te-24,stem.porter,who wa the father of queen elizabeth ii,0.0027
10010,QALD2_te-24,anchor.topn3.replace,shigeko pope arcaica beqezi rajadevi nouric afemo shokof sogbo tortu ii kara ḫardaš nazi bugaš and the events at end of his reign iii,0.0
10011,QALD2_te-24,bertqe.topn10.bm25,organis base london royal patronag,0.0
10012,QALD2_te-24,glove.topn3.replace,son grandfather elizabeth king margaret queen iii iv,0.0
10013,QALD2_te-24,sensedisambiguation,Who was the father founder of Queen tabby Elizabeth II two,0.0
10014,QALD2_te-24,sensedisambiguation.replace,Who was the founder of tabby elizabeth two,0.0
10015,QALD2_te-24,stem.paicehusk,who was the fath of queen elizabe iy,0.0
10016,QALD2_te-24,stem.trunc4,who was the fath of quee eliz ii,0.0
10017,QALD2_te-24,stem.trunc5,who was the fathe of queen eliza ii,0.0
10018,QALD2_te-24,tagmee.topn3.replace,The Who Father band Elizabeth II,0.0
10019,QALD2_te-24,wordnet.topn3.replace,male parent sire get pansy tabby fagot Elizabeth I Elizabeth II deuce,0.0
10020,QALD2_te-25,-1,Which U.S. state has been admitted latest?,0.0
10021,QALD2_te-25,conceptluster.topn5.3.bm25,u s state admitted latest admission union,0.0379
10022,QALD2_te-25,conceptluster.topn5.3.qld,u s state admitted latest admission union,0.0379
10023,QALD2_te-25,wiki.topn3.replace,country subdivisions americas west virginia west virginia u s state admission union,0.0311
10024,QALD2_te-25,wiki.topn3,u s state admitted latest country subdivisions americas west virginia west virginia u s state admission union,0.0225
10025,QALD2_te-25,bt_bing_chinese_simplified,Which state in the US is the latest to be admitted,0.0118
10026,QALD2_te-25,sensedisambiguation,Which U S united states government state state of matter has been admitted admit latest late,0.0049
10027,QALD2_te-25,stem.porter,which u s state ha been admitt latest,0.0049
10028,QALD2_te-25,bt_nllb_malay,Which state was the last to be admitted,0.0028
10029,QALD2_te-25,rm3.topn10.10.0.5.bm25,Which U.S. state has been admitted latest?,0.0022
10030,QALD2_te-25,rm3.topn10.10.0.5.qld,Which U.S. state has been admitted latest?,0.0022
10031,QALD2_te-25,sensedisambiguation.replace,Which united states government state of matter has been admit late,0.002
10032,QALD2_te-25,anchor.topn3,u s state admitted latest us c alphabet daflepur hyperaggress hsiwan previou box set fall,0.0
10033,QALD2_te-25,anchor.topn3.replace,us c alphabet daflepur hyperaggress hsiwan admitted previou box set fall,0.0
10034,QALD2_te-25,bertqe.topn10.bm25,file format jpeg encrypt c,0.0
10035,QALD2_te-25,bertqe.topn10.qld,file format jpeg encrypt c,0.0
10036,QALD2_te-25,bt_bing_arabic,What US state was recently accepted,0.0
10037,QALD2_te-25,bt_bing_french,Which U S state was admitted the latest,0.0
10038,QALD2_te-25,bt_bing_german,What was the last U S state to be approved,0.0
10039,QALD2_te-25,bt_bing_korean,Which U S state did you recently attend,0.0
10040,QALD2_te-25,bt_bing_malay,Which US state has been received the most recently,0.0
10041,QALD2_te-25,bt_bing_persian,Which U S State Was Last Adopted,0.0
10042,QALD2_te-25,bt_bing_russian,Which U S state was last admitted,0.0
10043,QALD2_te-25,bt_bing_swahili,Which U S state has been recently adopted,0.0
10044,QALD2_te-25,bt_bing_tamil,Which U S Has the province been admitted recently,0.0
10045,QALD2_te-25,bt_nllb_arabic,Which U S state was last admitted,0.0
10046,QALD2_te-25,bt_nllb_chinese_yue,Which state was the most recently annexed,0.0
10047,QALD2_te-25,bt_nllb_french,Which state in the United States has been most recently admitted,0.0
10048,QALD2_te-25,bt_nllb_german,Which state was last admitted to the U S A,0.0
10049,QALD2_te-25,bt_nllb_korean,The most recent U S state,0.0
10050,QALD2_te-25,bt_nllb_persian,Who was the last U S state to reach this city,0.0
10051,QALD2_te-25,bt_nllb_russian,Which state was last admitted to the U S,0.0
10052,QALD2_te-25,bt_nllb_swahili,What U S state was recently enrolled,0.0
10053,QALD2_te-25,bt_nllb_tamil,What U S state has recently been admitted,0.0
10054,QALD2_te-25,conceptnet.topn3,u s state admitted latest outpatient news,0.0
10055,QALD2_te-25,conceptnet.topn3.replace,u s state outpatient news,0.0
10056,QALD2_te-25,docluster.topn10.3.bm25,which u s state has been admitted latest,0.0
10057,QALD2_te-25,docluster.topn10.3.qld,which u s state has been admitted latest,0.0
10058,QALD2_te-25,glove.topn3,u s state admitted latest us u s federal acknowledged recent week,0.0
10059,QALD2_te-25,glove.topn3.replace,us u s federal acknowledged recent week,0.0
10060,QALD2_te-25,original,Which U S state has been admitted latest,0.0
10061,QALD2_te-25,relevancefeedback.topn10.bm25,which u s state has been admitted latest institut european templ word refbas motion softwar pascal yoga debugg,0.0
10062,QALD2_te-25,relevancefeedback.topn10.qld,which u s state has been admitted latest templ word motion delusion institut cordu game spectasia pakistan debugg,0.0
10063,QALD2_te-25,stem.krovetz,which u s state has been admitted latest,0.0
10064,QALD2_te-25,stem.lovins,which u s st ha been admis latest,0.0
10065,QALD2_te-25,stem.paicehusk,which u s stat has been admit latest,0.0
10066,QALD2_te-25,stem.porter2,which u s state has been admit latest,0.0
10067,QALD2_te-25,stem.sstemmer,which u s state has been admitted latest,0.0
10068,QALD2_te-25,stem.trunc4,whic u s stat has been admi late,0.0
10069,QALD2_te-25,stem.trunc5,which u s state has been admit lates,0.0
10070,QALD2_te-25,tagmee.topn3,u s state admitted latest U S state Admission to the Union,0.0
10071,QALD2_te-25,tagmee.topn3.replace,U S state Admission to the Union,0.0
10072,QALD2_te-25,termluster.topn5.3.bm25,u s state admitted latest,0.0
10073,QALD2_te-25,termluster.topn5.3.qld,u s state admitted latest,0.0
10074,QALD2_te-25,thesaurus.topn3,u s state admitted latest,0.0
10075,QALD2_te-25,thesaurus.topn3.replace,u s state admitted latest,0.0
10076,QALD2_te-25,word2vec.topn3,u s state admitted latest usa u s american federal confessed newest lastest,0.0
10077,QALD2_te-25,word2vec.topn3.replace,usa u s american federal confessed newest lastest,0.0
10078,QALD2_te-25,wordnet.topn3,u s state admitted latest United States US Government USA nation land allow acknowledge allow in in style late,0.0
10079,QALD2_te-25,wordnet.topn3.replace,the States US U S government submit DoS nation acknowledge take take on recent late modish,0.0
10080,QALD2_te-27,-1,Sean Parnell is the governor of which U.S. state?,0.5
10081,QALD2_te-27,bt_bing_swahili,What is Sean Parnell s governor,1.0
10082,QALD2_te-27,bt_nllb_french,Sean Parnell is the governor of what state,1.0
10083,QALD2_te-27,bt_nllb_russian,Sean Parnell is governor of what state,1.0
10084,QALD2_te-27,termluster.topn5.3.bm25,sean parnell governor u s state,1.0
10085,QALD2_te-27,termluster.topn5.3.qld,sean parnell governor u s state,1.0
10086,QALD2_te-27,thesaurus.topn3,sean parnell governor u s state,1.0
10087,QALD2_te-27,thesaurus.topn3.replace,sean parnell governor u s state,1.0
10088,QALD2_te-27,bt_bing_korean,What state is Governor Sean Parnell of in the United States,0.8667
10089,QALD2_te-27,bt_bing_persian,What state is Sean Parnell the governor of the United States,0.8667
10090,QALD2_te-27,bt_bing_tamil,Sean Parnell has no U S The governor of the province,0.8667
10091,QALD2_te-27,bt_nllb_chinese_yue,Which state is Sean Parnell governor of,0.7556
10092,QALD2_te-27,bt_nllb_german,Sean Parnell is governor of which state,0.7556
10093,QALD2_te-27,bt_nllb_malay,Sean Parnell is governor of which state,0.7556
10094,QALD2_te-27,rm3.topn10.10.0.5.bm25,Sean Parnell is the governor of which U.S. state?,0.7556
10095,QALD2_te-27,rm3.topn10.10.0.5.qld,Sean Parnell is the governor of which U.S. state?,0.7556
10096,QALD2_te-27,tagmee.topn3,sean parnell governor u s state Sean Parnell Governor of California U S state,0.5873
10097,QALD2_te-27,conceptluster.topn5.3.bm25,sean parnell governor u s state governor california,0.5556
10098,QALD2_te-27,conceptluster.topn5.3.qld,sean parnell governor u s state governor california,0.5556
10099,QALD2_te-27,tagmee.topn3.replace,Sean Parnell Governor of California U S state,0.5536
10100,QALD2_te-27,bt_bing_chinese_simplified,Sean Parnell is the governor of which state in the United States,0.5317
10101,QALD2_te-27,wiki.topn3,sean parnell governor u s state alaska gubernatorial election alaska gubernatorial election united states senatelection alaska sean parnell state constitutional officers california lieutenant governor california california stattreasurer governor california country subdivisions americas west virginia west virginia u s state,0.5123
10102,QALD2_te-27,bt_bing_french,Sean Parnell is the governor of which U S state,0.5
10103,QALD2_te-27,bt_bing_russian,Sean Parnell is the governor of which U S state,0.5
10104,QALD2_te-27,bt_nllb_swahili,Which U S state is Sean Parnell governor of,0.5
10105,QALD2_te-27,docluster.topn10.3.bm25,sean parnell is the governor of which u s state,0.5
10106,QALD2_te-27,docluster.topn10.3.qld,sean parnell is the governor of which u s state,0.5
10107,QALD2_te-27,original,Sean Parnell is the governor of which U S state,0.5
10108,QALD2_te-27,stem.krovetz,sean parnell is the governor of which u s state,0.5
10109,QALD2_te-27,stem.porter,sean parnel is the governor of which u s state,0.5
10110,QALD2_te-27,stem.porter2,sean parnel is the governor of which u s state,0.5
10111,QALD2_te-27,stem.sstemmer,sean parnell is the governor of which u s state,0.5
10112,QALD2_te-27,relevancefeedback.topn10.bm25,sean parnell is the governor of which u s state elect alaska palin state stower,0.4658
10113,QALD2_te-27,sensedisambiguation.replace,Sean parnell is the governor of which united states government state of matter,0.4333
10114,QALD2_te-27,relevancefeedback.topn10.qld,sean parnell is the governor of which u s state alaska elect state,0.4259
10115,QALD2_te-27,stem.lovins,sean parnel is th governor of which u s st,0.425
10116,QALD2_te-27,bt_bing_arabic,Sean Parnell is the governor of which US state,0.4111
10117,QALD2_te-27,bt_bing_german,Sean Parnell is the governor of which US state,0.4111
10118,QALD2_te-27,bt_bing_malay,Sean Parnell is the governor of which US state,0.4111
10119,QALD2_te-27,wiki.topn3.replace,alaska gubernatorial election alaska gubernatorial election united states senatelection alaska sean parnell state constitutional officers california lieutenant governor california california stattreasurer governor california country subdivisions americas west virginia west virginia u s state,0.3684
10120,QALD2_te-27,sensedisambiguation,Sean Parnell is the governor of which U S united states government state state of matter,0.3444
10121,QALD2_te-27,bt_nllb_persian,Who is Sean Parnell in command,0.2305
10122,QALD2_te-27,word2vec.topn3,sean parnell governor u s state connery bellamy chris governorship usa u s american federal,0.2063
10123,QALD2_te-27,bt_nllb_arabic,Sean Barnell is the governor of what state in the United States,0.1726
10124,QALD2_te-27,bertqe.topn10.bm25,cropjpg john harri alaska politician,0.1667
10125,QALD2_te-27,wordnet.topn3,sean parnell governor u s state Charles Stewart Parnell regulator United States US Government USA nation land,0.1415
10126,QALD2_te-27,anchor.topn3,sean parnell governor u s state loaha redson chun small niẓāmīyah بغداد ganja us c alphabet daflepur hyperaggress hsiwan,0.1226
10127,QALD2_te-27,stem.paicehusk,sean parnel is the govern of which u s stat,0.1152
10128,QALD2_te-27,bt_nllb_tamil,Sean Barnell is the governor of which US state,0.0849
10129,QALD2_te-27,bertqe.topn10.qld,relatedentitynam talk radio stuart rothenberg,0.0833
10130,QALD2_te-27,word2vec.topn3.replace,connery bellamy chris parnell governorship usa u s american federal,0.0797
10131,QALD2_te-27,conceptnet.topn3,sean parnell governor u s state shawn Charles Stewart Parnell parnellite,0.0459
10132,QALD2_te-27,glove.topn3,sean parnell governor u s state murphy kelly tihg pyoot gov us u s federal,0.0303
10133,QALD2_te-27,wordnet.topn3.replace,sean Charles Stewart Parnell regulator the States US U S government submit DoS nation,0.0052
10134,QALD2_te-27,anchor.topn3.replace,loaha redson chun small parnell niẓāmīyah بغداد ganja us c alphabet daflepur hyperaggress hsiwan,0.0
10135,QALD2_te-27,bt_nllb_korean,What state is Panell governor of,0.0
10136,QALD2_te-27,conceptnet.topn3.replace,shawn Charles Stewart Parnell parnellite governor u s state,0.0
10137,QALD2_te-27,glove.topn3.replace,murphy kelly tihg pyoot gov us u s federal,0.0
10138,QALD2_te-27,stem.trunc4,sean parn is the gove of whic u s stat,0.0
10139,QALD2_te-27,stem.trunc5,sean parne is the gover of which u s state,0.0
10140,QALD2_te-28,-1,Give me all movies directed by Francis Ford Coppola.,0.3268
10141,QALD2_te-28,tagmee.topn3,give movies directed francis ford coppola Give In to Me Feature film Film director Francis Ford Coppola,0.6018
10142,QALD2_te-28,conceptnet.topn3,give movies directed francis ford coppola offer provide pay oriented a company Francis Ford Coppola,0.5689
10143,QALD2_te-28,wordnet.topn3,give movies directed francis ford coppola sacrifice turn over open moving picture picture show moving picture show channelise aim address Edsel Bryant Ford Gerald Ford Francis Ford Coppola,0.5658
10144,QALD2_te-28,anchor.topn3,give movies directed francis ford coppola allegiance you we r hydracarbazin geu ngl le monasti mmt dt pangra franci ford coppola,0.5459
10145,QALD2_te-28,wordnet.topn3.replace,grant pass ease up motion picture flick orchestrate address francis John Ford Ford Hermann Hueffer Gerald Rudolph Ford Francis Ford Coppola,0.5103
10146,QALD2_te-28,word2vec.topn3,give movies directed francis ford coppola provide films produced nicholas bernard xavier mondeo,0.4762
10147,QALD2_te-28,bt_bing_malay,Give me all the films directed by Francis Ford Coppola,0.4724
10148,QALD2_te-28,bt_bing_persian,Give me all the films directed by Francis Ford Coppola,0.4724
10149,QALD2_te-28,bt_bing_swahili,Give me all the films directed by Francis Ford Coppola,0.4724
10150,QALD2_te-28,bt_nllb_french,Give me all the films directed by Francis Ford Coppola,0.4724
10151,QALD2_te-28,bt_nllb_korean,Give me all the films directed by Francis Ford Coppola,0.4724
10152,QALD2_te-28,bt_nllb_malay,Give me all the films directed by Francis Ford Coppola,0.4724
10153,QALD2_te-28,bt_nllb_persian,Give me all the films directed by Francis Ford Coppola,0.4724
10154,QALD2_te-28,bt_nllb_russian,Give me all the films directed by Francis Ford Coppola,0.4724
10155,QALD2_te-28,bt_nllb_swahili,Give me all the films directed by Francis Ford Coppola,0.4724
10156,QALD2_te-28,bt_nllb_tamil,Give me all the films directed by Francis Ford Coppola,0.4724
10157,QALD2_te-28,termluster.topn5.3.bm25,give movies directed francis ford coppola,0.4539
10158,QALD2_te-28,termluster.topn5.3.qld,give movies directed francis ford coppola,0.4539
10159,QALD2_te-28,thesaurus.topn3,give movies directed francis ford coppola,0.4539
10160,QALD2_te-28,thesaurus.topn3.replace,give movies directed francis ford coppola,0.4539
10161,QALD2_te-28,wiki.topn3,give movies directed francis ford coppola video greatest hits history foolish beat lovnever felt good give films type film editing cinematography feature film film directors film crew screenwriter film director brian dpalma jonathan demme dennis hopper francis ford coppola,0.4041
10162,QALD2_te-28,tagmee.topn3.replace,Give In to Me Feature film Film director Francis Ford Coppola,0.4036
10163,QALD2_te-28,bt_nllb_chinese_yue,Show me all the films directed by Francis Ford Coppola,0.4005
10164,QALD2_te-28,conceptluster.topn5.3.bm25,give movies directed francis ford coppola give feature film film director,0.3837
10165,QALD2_te-28,conceptluster.topn5.3.qld,give movies directed francis ford coppola give film director feature film,0.3837
10166,QALD2_te-28,sensedisambiguation.replace,hold me all movie direct by Francis ford coppola,0.36
10167,QALD2_te-28,bt_bing_arabic,Give me all the movies that Francis Ford Coppola directed,0.3268
10168,QALD2_te-28,bt_bing_chinese_simplified,Give me all the movies directed by Francis Ford Coppola,0.3268
10169,QALD2_te-28,bt_bing_french,Give me all the movies directed by Francis Ford Coppola,0.3268
10170,QALD2_te-28,bt_bing_korean,Give me all the movies directed by Francis Ford Coppola,0.3268
10171,QALD2_te-28,bt_bing_russian,Give me all the movies directed by Francis Ford Coppola,0.3268
10172,QALD2_te-28,bt_bing_tamil,Give me all the movies directed by Francis Ford Coppola,0.3268
10173,QALD2_te-28,docluster.topn10.3.bm25,give me all movies directed by francis ford coppola,0.3268
10174,QALD2_te-28,docluster.topn10.3.qld,give me all movies directed by francis ford coppola,0.3268
10175,QALD2_te-28,original,Give me all movies directed by Francis Ford Coppola,0.3268
10176,QALD2_te-28,rm3.topn10.10.0.5.bm25,Give me all movies directed by Francis Ford Coppola.,0.3268
10177,QALD2_te-28,rm3.topn10.10.0.5.qld,Give me all movies directed by Francis Ford Coppola.,0.3268
10178,QALD2_te-28,stem.krovetz,give me all movies direct by francis ford coppola,0.3268
10179,QALD2_te-28,stem.porter,give me all movi direct by franci ford coppola,0.3268
10180,QALD2_te-28,stem.porter2,give me all movi direct by franci ford coppola,0.3268
10181,QALD2_te-28,stem.sstemmer,give me all movy directed by franci ford coppola,0.3268
10182,QALD2_te-28,bt_bing_german,Give me all the films of Francis Ford Coppola,0.2833
10183,QALD2_te-28,bt_nllb_german,Give me all the films of Francis Ford Coppola,0.2833
10184,QALD2_te-28,anchor.topn3.replace,allegiance you we r movies directed hydracarbazin geu ngl le monasti mmt dt pangra franci ford coppola,0.2344
10185,QALD2_te-28,relevancefeedback.topn10.qld,give me all movies directed by francis ford coppola film copeland song pantheon,0.2309
10186,QALD2_te-28,glove.topn3,give movies directed francis ford coppola take films film prohertrib http www co mo md us motors chrysler godfather scorsese,0.2199
10187,QALD2_te-28,sensedisambiguation,Give hold me all movies movie directed direct by Francis Ford Coppola,0.2141
10188,QALD2_te-28,bt_nllb_arabic,Give me all the films Francis Ford Coppola made,0.2091
10189,QALD2_te-28,conceptnet.topn3.replace,offer provide pay movies oriented francis a company Francis Ford Coppola,0.2038
10190,QALD2_te-28,relevancefeedback.topn10.bm25,give me all movies directed by francis ford coppola song copeland film pantheon kansa,0.2009
10191,QALD2_te-28,wiki.topn3.replace,video greatest hits history foolish beat lovnever felt good give films type film editing cinematography feature film film directors film crew screenwriter film director brian dpalma jonathan demme dennis hopper francis ford coppola,0.119
10192,QALD2_te-28,stem.paicehusk,giv me al movy direct by frant ford coppol,0.0561
10193,QALD2_te-28,word2vec.topn3.replace,provide films produced nicholas bernard xavier mondeo coppola,0.0375
10194,QALD2_te-28,stem.lovins,giv me al mov direct by franc ford coppol,0.0291
10195,QALD2_te-28,stem.trunc5,give me all movie direc by franc ford coppo,0.0025
10196,QALD2_te-28,glove.topn3.replace,take films film prohertrib http www co mo md us motors chrysler godfather scorsese,0.002
10197,QALD2_te-28,stem.trunc4,give me all movi dire by fran ford copp,0.0008
10198,QALD2_te-28,bertqe.topn10.bm25,ted koehler lena horn song,0.0
10199,QALD2_te-28,bertqe.topn10.qld,horn song ella fitzgerald song,0.0
10200,QALD2_te-29,-1,Give me all actors starring in movies directed by and starring William Shatner.,0.1163
10201,QALD2_te-29,termluster.topn5.3.bm25,give actors starring movies directed starring william shatner,0.1852
10202,QALD2_te-29,termluster.topn5.3.qld,give actors starring movies directed starring william shatner,0.1852
10203,QALD2_te-29,thesaurus.topn3,give actors starring movies directed starring william shatner,0.1852
10204,QALD2_te-29,thesaurus.topn3.replace,give actors starring movies directed starring william shatner,0.1852
10205,QALD2_te-29,tagmee.topn3,give actors starring movies directed starring william shatner Give In to Me Actor Film Film director William Shatner,0.1755
10206,QALD2_te-29,relevancefeedback.topn10.qld,give me all actors starring in movies directed by and starring william shatner star film shatner canadian,0.1691
10207,QALD2_te-29,relevancefeedback.topn10.bm25,give me all actors starring in movies directed by and starring william shatner star shatner film seri actress,0.1573
10208,QALD2_te-29,tagmee.topn3.replace,Give In to Me Actor Film Film director William Shatner,0.1336
10209,QALD2_te-29,sensedisambiguation.replace,hold me all actor star in movie direct by and star William Shatner,0.1182
10210,QALD2_te-29,conceptluster.topn5.3.bm25,give actors starring movies directed starring william shatner actor give film film director,0.1165
10211,QALD2_te-29,conceptluster.topn5.3.qld,give actors starring movies directed starring william shatner give actor film director film,0.1165
10212,QALD2_te-29,bt_bing_swahili,Give me all the actors starring in movies directed by and starring William Shatner,0.1163
10213,QALD2_te-29,docluster.topn10.3.bm25,give me all actors starring in movies directed by and starring william shatner,0.1163
10214,QALD2_te-29,docluster.topn10.3.qld,give me all actors starring in movies directed by and starring william shatner,0.1163
10215,QALD2_te-29,original,Give me all actors starring in movies directed by and starring William Shatner,0.1163
10216,QALD2_te-29,rm3.topn10.10.0.5.bm25,Give me all actors starring in movies directed by and starring William Shatner.,0.1163
10217,QALD2_te-29,rm3.topn10.10.0.5.qld,Give me all actors starring in movies directed by and starring William Shatner.,0.1163
10218,QALD2_te-29,stem.krovetz,give me all actor star in movies direct by and star william shatner,0.1163
10219,QALD2_te-29,stem.porter2,give me all actor star in movi direct by and star william shatner,0.1163
10220,QALD2_te-29,stem.sstemmer,give me all actor starring in movy directed by and starring william shatner,0.1163
10221,QALD2_te-29,conceptnet.topn3,give actors starring movies directed starring william shatner offer provide pay stage people star in films prima leading oriented bill shatnerian,0.115
10222,QALD2_te-29,bt_bing_russian,Give me all the actors starring in the director s films and starring William Shatner,0.1124
10223,QALD2_te-29,bt_bing_tamil,Give me all the actors who have starred in movies directed and starred in William Shatner,0.1071
10224,QALD2_te-29,bt_nllb_swahili,Give me all the actors in the films directed by and starring William Shatner,0.104
10225,QALD2_te-29,sensedisambiguation,Give hold me all actors actor starring star in movies movie directed direct by and starring star William Shatner,0.0993
10226,QALD2_te-29,bt_bing_german,Name me all the actors who have starred in films by and with William Shatner,0.0922
10227,QALD2_te-29,bt_bing_arabic,Give me all the actors who star in films directed and starring William Shatner,0.0895
10228,QALD2_te-29,bt_bing_chinese_simplified,Give me all the actors who starred in the films directed and starred by William Shatner,0.0895
10229,QALD2_te-29,bt_bing_korean,Give me all the actors who star in the film directed and starring William Shatner,0.0895
10230,QALD2_te-29,bt_bing_malay,Give me all the actors who starred in the film directed by and starring William Shatner,0.0895
10231,QALD2_te-29,bt_nllb_malay,Give me all the actors who starred in the films directed by and starring William Shatner,0.0895
10232,QALD2_te-29,stem.lovins,giv me al actor star in mov direct by and star william shatner,0.0894
10233,QALD2_te-29,bt_nllb_french,Give me all the actors in movies directed by and with William Shatner,0.0834
10234,QALD2_te-29,bt_bing_persian,Give me all the actors who play in films directed and starring William Shatner,0.074
10235,QALD2_te-29,bt_bing_french,Give me all the actors who star in films made by and with William Shatner,0.0664
10236,QALD2_te-29,wiki.topn3,give actors starring movies directed starring william shatner video greatest hits history foolish beat lovnever felt good give filmmaking occupations theatrical professions acting actor film art media media formats film film directors film crew screenwriter film director canadian esperantists canadian people austrian jewish descent canadian people hungarian jewish descent william shatner,0.0536
10237,QALD2_te-29,word2vec.topn3,give actors starring movies directed starring william shatner provide actresses co starring costarring films produced co starring costarring charles james edward,0.0498
10238,QALD2_te-29,glove.topn3,give actors starring movies directed starring william shatner take actresses performers co starring films film co starring henry edward nimoy kd,0.0496
10239,QALD2_te-29,wiki.topn3.replace,video greatest hits history foolish beat lovnever felt good give filmmaking occupations theatrical professions acting actor film art media media formats film film directors film crew screenwriter film director canadian esperantists canadian people austrian jewish descent canadian people hungarian jewish descent william shatner,0.0417
10240,QALD2_te-29,anchor.topn3,give actors starring movies directed starring william shatner allegiance you we r stilgoe shine rid pressin williams cosworth william noel barker welch mitchell thompson niehou dodesham,0.0319
10241,QALD2_te-29,bt_nllb_german,Give me all the actors who ve been in movies with William Shatner and him,0.0253
10242,QALD2_te-29,wordnet.topn3.replace,grant pass ease up histrion doer leading motion picture flick orchestrate address leading william shatner,0.0238
10243,QALD2_te-29,bt_nllb_russian,Give me all the actors who have been in the movies the directors and the lead roles of William Shatner,0.0186
10244,QALD2_te-29,wordnet.topn3,give actors starring movies directed starring william shatner sacrifice turn over open worker thespian prima leading asterisk moving picture picture show moving picture show channelise aim address prima leading asterisk,0.0153
10245,QALD2_te-29,bertqe.topn10.bm25,up scotti beam me up,0.0104
10246,QALD2_te-29,bertqe.topn10.qld,up scotti beam me up,0.0104
10247,QALD2_te-29,word2vec.topn3.replace,provide actresses co starring costarring films produced co starring costarring charles james edward shatner,0.0073
10248,QALD2_te-29,stem.porter,give me all actor starr in movi direct by and starr william shatner,0.0026
10249,QALD2_te-29,conceptnet.topn3.replace,offer provide pay stage people star in films prima leading movies oriented starring bill shatnerian,0.0021
10250,QALD2_te-29,anchor.topn3.replace,allegiance you we r stilgoe shine rid pressin starring movies directed starring williams cosworth william noel barker welch mitchell thompson niehou dodesham,0.0
10251,QALD2_te-29,bt_nllb_arabic,Give me all the actors in the movies that William Sutherland made and directed,0.0
10252,QALD2_te-29,bt_nllb_chinese_yue,Show me all the actors in the shows directed by William Sutner,0.0
10253,QALD2_te-29,bt_nllb_korean,Give me all the actors in the movies directed by and starring William Shelton,0.0
10254,QALD2_te-29,bt_nllb_persian,Give me all the actors in the movies of the director and the actors of William Shuster,0.0
10255,QALD2_te-29,bt_nllb_tamil,I will be cast in all the films directed and acted by William Shutner,0.0
10256,QALD2_te-29,glove.topn3.replace,take actresses performers co starring films film co starring henry edward nimoy kd,0.0
10257,QALD2_te-29,stem.paicehusk,giv me al act star in movy direct by and star william shatn,0.0
10258,QALD2_te-29,stem.trunc4,give me all acto star in movi dire by and star will shat,0.0
10259,QALD2_te-29,stem.trunc5,give me all actor starr in movie direc by and starr willi shatn,0.0
10260,QALD2_te-3,-1,Who is the mayor of Berlin?,0.154
10261,QALD2_te-3,conceptnet.topn3,mayor berlin,0.5787
10262,QALD2_te-3,conceptnet.topn3.replace,mayor berlin,0.5787
10263,QALD2_te-3,termluster.topn5.3.bm25,mayor berlin,0.5787
10264,QALD2_te-3,termluster.topn5.3.qld,mayor berlin,0.5787
10265,QALD2_te-3,thesaurus.topn3,mayor berlin,0.5787
10266,QALD2_te-3,thesaurus.topn3.replace,mayor berlin,0.5787
10267,QALD2_te-3,conceptluster.topn5.3.bm25,mayor berlin governing mayor berlin,0.4567
10268,QALD2_te-3,conceptluster.topn5.3.qld,mayor berlin governing mayor berlin,0.4567
10269,QALD2_te-3,tagmee.topn3,mayor berlin Governing Mayor of Berlin Berlin,0.4496
10270,QALD2_te-3,tagmee.topn3.replace,Governing Mayor of Berlin Berlin,0.3872
10271,QALD2_te-3,bertqe.topn10.qld,categori mayor berlin attribut bodi,0.1993
10272,QALD2_te-3,bt_bing_arabic,Who is the mayor of Berlin,0.154
