,qid,order,query,bm25.ndcg
806,398,sensedisambiguation.replace,strip european union s arsenal,0.1083
807,398,bt_bing_tamil,Blowing up Europe s arsenal,0.1064
808,398,conceptnet.topn3,dismantling europe s arsenal a kingdom continent a castle armoury,0.0952
809,398,bt_nllb_chinese_yue,To destroy the European arsenal,0.0872
810,399,-1,oceanographic vessels,0.2946
811,399,conceptnet.topn3,oceanographic vessels ocean,0.3286
812,399,bt_bing_german,oceanographic ships,0.3168
813,399,bt_bing_malay,Oceanographic Ship,0.3168
814,399,bt_bing_persian,Oceanographic Ships,0.3168
815,399,bt_bing_tamil,Oceanographic ships,0.3168
816,399,bt_nllb_korean,The oceanographic ship,0.3168
817,399,bt_nllb_malay,oceanographic ships,0.3168
818,399,bt_nllb_persian,Oceanographic ships,0.3168
819,399,bt_nllb_russian,oceanographic ships,0.3168
820,400,-1,Amazon rain forest,0.4859
821,400,conceptluster.topn5.3.bm25,amazon rain forest amazon rainforest,0.5594
822,400,conceptluster.topn5.3.qld,amazon rain forest amazon rainforest,0.5594
823,400,tagmee.topn3,amazon rain forest Amazon rainforest,0.5594
824,400,glove.topn3,amazon rain forest amazonian amazon com downpour woodland,0.5288
825,400,word2vec.topn3,amazon rain forest amazon com downpour forestry woods,0.5255
826,400,relevancefeedback.topn10.qld,amazon rain forest have mend club debt,0.5159
827,400,wiki.topn3,amazon rain forest natural history ecuador forestry south america natural history peru amazon rainforest,0.5154
828,400,conceptnet.topn3.replace,amazon water drop forest,0.5138
829,401,-1,"foreign minorities, Germany",0.0777
830,401,bt_nllb_swahili,A few foreigners Germany,0.0906
831,402,-1,behavioral genetics,0.2505
832,402,wiki.topn3,behavioral genetics behavior genetics association eysenck personality questionnaire evolutionary developmental psychology behavioural genetics,0.3377
833,402,wiki.topn3.replace,behavior genetics association eysenck personality questionnaire evolutionary developmental psychology behavioural genetics,0.3125
834,402,relevancefeedback.topn10.qld,behavioral genetics studi on research meat i dog schizophrenia he diseas test,0.3029
835,402,bt_nllb_persian,Behavioral genetics is what it is,0.2866
836,402,conceptluster.topn5.3.bm25,behavioral genetics behavioural genetics,0.2697
837,402,conceptluster.topn5.3.qld,behavioral genetics behavioural genetics,0.2697
838,402,tagmee.topn3,behavioral genetics Behavioural genetics,0.2697
839,403,-1,osteoporosis,0.661
840,403,relevancefeedback.topn10.qld,osteoporosis bone fractur decemb,0.6868
841,403,relevancefeedback.topn10.bm25,osteoporosis bone fractur daughter risk hrt studi women safeguard,0.6733
842,404,-1,"Ireland, peace talks",0.1501
843,404,anchor.topn3,ireland peace talks killeevi donaghcump i,0.2002
844,404,sensedisambiguation,Ireland peace talks talk,0.1575
845,405,-1,cosmic events,0.1929
846,405,word2vec.topn3,cosmic events galactic celestial happenings,0.2321
847,405,wordnet.topn3.replace,cosmic upshot issue result,0.2286
848,405,relevancefeedback.topn10.bm25,cosmic events energi univers particl radiat space earth yard,0.2016
849,406,-1,Parkinson's disease,0.69
850,406,relevancefeedback.topn10.bm25,parkinson s disease brain research parkinson cell ban diseas i he,0.834
851,406,relevancefeedback.topn10.qld,parkinson s disease parkinson diseas brain he i abort cell drug,0.8167
852,406,bt_nllb_chinese_yue,Parkinson s disease is a disease,0.7046
853,406,bt_nllb_korean,Parkinson s disease is not a disease,0.7046
854,406,bt_nllb_russian,Parkinson s disease is a disease,0.7046
855,406,bt_nllb_swahili,Parkinson s disease is a disease,0.7046
856,407,-1,"poaching, wildlife preserves",0.4172
857,407,bt_bing_french,poaching wildlife reserves,0.5009
858,407,relevancefeedback.topn10.qld,poaching wildlife preserves wildlif eleph tiger have fish campfir mr phinda ivori,0.4705
859,407,relevancefeedback.topn10.bm25,poaching wildlife preserves wildlif mr eleph campfir protect forc arrest tiger ivori fish,0.4566
860,407,glove.topn3,poaching wildlife preserves poachers shmahn conservation wetlands,0.4398
861,407,bt_bing_german,Poaching Game Reserves,0.435
862,407,conceptluster.topn5.3.bm25,poaching wildlife preserves wildlife food preservation poaching cooking,0.4302
863,407,conceptluster.topn5.3.qld,poaching wildlife preserves wildlife poaching cooking food preservation,0.4302
864,407,tagmee.topn3,poaching wildlife preserves Poaching cooking Wildlife Food preservation,0.4302
865,408,-1,tropical storms,0.2473
866,408,glove.topn3,tropical storms storm cyclone floods,0.3321
867,408,relevancefeedback.topn10.bm25,tropical storms storm hurrican tropic louisiana,0.3216
868,408,word2vec.topn3,tropical storms subtropical hurricanes cyclones,0.309
869,408,word2vec.topn3.replace,subtropical hurricanes cyclones,0.302
870,408,bertqe.topn10.bm25,out sea tropic storm klau,0.2863
871,408,glove.topn3.replace,storm cyclone floods,0.2785
872,408,sensedisambiguation,tropical storms storm,0.2651
873,408,conceptluster.topn5.3.bm25,tropical storms tropical cyclone,0.2563
874,408,conceptluster.topn5.3.qld,tropical storms tropical cyclone,0.2563
875,409,-1,"legal, Pan Am, 103",0.2795
876,409,rm3.topn10.10.0.5.bm25,"legal, Pan Am, 103",0.4161
877,409,rm3.topn10.10.0.5.qld,"legal, Pan Am, 103",0.4161
878,410,-1,Schengen agreement,0.9459
879,411,-1,"salvaging, shipwreck, treasure",0.4451
880,411,bt_nllb_korean,Rescue ship wreck treasure,0.5363
881,411,wordnet.topn3,salvaging shipwreck treasure scavenge relieve save wreck value gem hoarded wealth,0.475
882,412,-1,airport security,0.4362
883,413,-1,steel production,0.1188
884,413,tagmee.topn3.replace,Steel Steel,0.2333
885,413,stem.trunc5,steel produ,0.2081
886,413,tagmee.topn3,steel production Steel Steel,0.1688
887,413,conceptluster.topn5.3.bm25,steel production steel,0.1341
888,413,conceptluster.topn5.3.qld,steel production steel,0.1341
889,413,stem.lovins,steel produc,0.1316
890,413,stem.paicehusk,steel produc,0.1316
891,414,-1,"Cuba, sugar, exports",0.4941
892,414,wordnet.topn3,cuba sugar exports Republic of Cuba loot bread,0.5348
893,414,stem.trunc5,cuba sugar expor,0.5012
894,415,-1,"drugs, Golden Triangle",0.4272
895,415,relevancefeedback.topn10.qld,drugs golden triangle said fundamentalist drug heroin sa,0.546
896,416,-1,Three Gorges Project,0.5569
897,416,relevancefeedback.topn10.qld,three gorges project li area capac dig gener gorg,0.6436
898,416,anchor.topn3,three gorges project thr two ringz pr publeak aquen,0.5802
899,417,-1,creativity,0.4366
900,418,-1,"quilts, income",0.4374
901,418,sensedisambiguation,quilts quilt income,0.4462
902,418,conceptnet.topn3.replace,quilts tax profit,0.4458
903,418,bt_bing_korean,Quilted Imported,0.4457
904,418,word2vec.topn3.replace,quilts earnings,0.4437
905,419,-1,"recycle, automobile tires",0.1466
906,419,bt_nllb_french,recycling tyres automotive tyres,0.4829
907,419,bt_nllb_german,Recycling vehicle tyres,0.4593
908,419,bt_bing_german,Recycling Car Tyres,0.4379
909,419,word2vec.topn3.replace,recycle car tyres,0.4379
910,419,word2vec.topn3,recycle automobile tires car tyres,0.2765
911,419,wordnet.topn3,recycle automobile tires reuse reprocess machine auto tyre wear out wear,0.2611
912,419,bt_nllb_chinese_yue,Recycling machines car tires,0.2201
913,419,glove.topn3,recycle automobile tires reuse auto tyres,0.2125
914,419,relevancefeedback.topn10.qld,recycle automobile tires tire recycl renault electr car batteri bill wast,0.2117
915,419,bt_bing_french,Recycle Automotive Tires,0.1958
916,419,bt_nllb_russian,recycling automotive tires,0.1958
917,419,wiki.topn3,recycle automobile tires waste management concepts environmental health recycling recycling wheeled vehicles automobiles assembly line car truck chassis vehicle tire,0.1796
918,419,sensedisambiguation,recycle automobile car tires tire,0.1682
919,419,glove.topn3.replace,reuse auto tyres,0.1518
920,420,-1,carbon monoxide poisoning,0.6868
921,420,conceptnet.topn3,carbon monoxide poisoning an element physiological state,0.7059
922,420,sensedisambiguation.replace,carbon paper monoxide poisoning,0.688
923,421,-1,industrial waste disposal,0.0971
924,421,stem.porter,industri wast dispos,0.1979
925,421,stem.porter2,industri wast dispos,0.1979
926,421,glove.topn3,industrial waste disposal manufacturing disposal waste,0.1734
927,421,bt_nllb_chinese_yue,Industrial waste management,0.1568
928,421,bt_nllb_german,Waste management of industrial waste,0.1469
929,421,tagmee.topn3.replace,Industrial waste Waste management,0.1469
930,421,stem.lovins,industr wast dispos,0.1467
931,421,wiki.topn3,industrial waste disposal surfacwater wasttreatment list wasttypes industrial waste landfill landfill gas water treatment waste management,0.1388
932,421,glove.topn3.replace,manufacturing disposal waste,0.1366
933,421,wiki.topn3.replace,surfacwater wasttreatment list wasttypes industrial waste landfill landfill gas water treatment waste management,0.1244
934,421,conceptluster.topn5.3.bm25,industrial waste disposal waste management industrial waste,0.1168
935,421,conceptluster.topn5.3.qld,industrial waste disposal industrial waste waste management,0.1168
936,421,tagmee.topn3,industrial waste disposal Industrial waste Waste management,0.1168
937,421,word2vec.topn3,industrial waste disposal agricultural non industrial waster waste,0.1162
938,421,stem.paicehusk,indust wast dispos,0.1127
939,421,bertqe.topn10.bm25,among repres industri wast manag,0.1123
940,421,relevancefeedback.topn10.qld,industrial waste disposal compost wast nuclear recycl been materi water paper,0.11
941,422,-1,"art, stolen, forged",0.4123
942,422,conceptluster.topn5.3.bm25,art stolen forged forgery art art theft,0.5356
943,422,conceptluster.topn5.3.qld,art stolen forged art theft forgery art,0.5356
944,422,tagmee.topn3,art stolen forged Art Art theft Forgery,0.5356
945,422,conceptnet.topn3.replace,painting paint paintings stolen forged,0.4959
946,422,conceptnet.topn3,art stolen forged painting paint paintings,0.4598
947,422,tagmee.topn3.replace,Art Art theft Forgery,0.4545
948,423,-1,"Milosevic, Mirjana Markovic",0.7777
949,424,-1,suicides,0.1503
950,424,word2vec.topn3.replace,murder suicides,0.2813
951,424,word2vec.topn3,suicides murder suicides,0.2665
952,424,glove.topn3,suicides homicides deaths,0.1796
953,425,-1,counterfeiting money,0.4447
954,425,sensedisambiguation,counterfeiting forge money,0.4696
955,425,bt_bing_chinese_simplified,Counterfeit currency,0.4609
956,425,wiki.topn3,counterfeiting money counterfeit money counterfeit money forgery counterfeit money counterfeit money counterfeit money forgery counterfeit money,0.4535
957,425,wiki.topn3.replace,counterfeit money counterfeit money forgery counterfeit money counterfeit money counterfeit money forgery counterfeit money,0.4489
958,426,-1,"law enforcement, dogs",0.1406
959,426,tagmee.topn3.replace,Police Police dog,0.3457
960,426,bt_nllb_french,The police the dogs,0.325
961,426,bt_nllb_swahili,police dogs,0.325
962,426,conceptluster.topn5.3.bm25,law enforcement dogs police police dog,0.2657
963,426,conceptluster.topn5.3.qld,law enforcement dogs police police dog,0.2657
964,426,tagmee.topn3,law enforcement dogs Police Police dog,0.2657
965,426,relevancefeedback.topn10.qld,law enforcement dogs beach governor dog drug gorbachev committe,0.1586
966,426,bt_nllb_german,Law enforcement agencies dogs,0.1577
967,426,bt_nllb_russian,law enforcement agencies dogs,0.1577
968,426,wordnet.topn3,law enforcement dogs police law of nature jurisprudence dog iron wiener frank,0.1558
969,426,relevancefeedback.topn10.bm25,law enforcement dogs beach dog drug citi,0.1529
970,426,sensedisambiguation,law police enforcement dogs pawl,0.1463
971,427,-1,"UV damage, eyes",0.3693
972,427,relevancefeedback.topn10.qld,uv damage eyes protect pound ozon star ash america ey characterist,0.5453
973,427,bt_bing_tamil,Ultraviolet damage eyes,0.4811
974,427,sensedisambiguation,UV ultraviolet damage wrong eyes eye,0.4691
975,427,relevancefeedback.topn10.bm25,uv damage eyes protect america ozon star characterist pound ash,0.466
976,427,sensedisambiguation.replace,ultraviolet wrong eye,0.4422
977,427,glove.topn3,uv damage eyes ultraviolet sunlight caused lips,0.441
978,427,word2vec.topn3,uv damage eyes ultra violet ultraviolet damange harm ears half shut,0.434
979,427,bt_bing_chinese_simplified,Ultraviolet rays damage the eyes,0.429
980,427,bt_nllb_russian,Damage to ultraviolet rays eyes,0.429
981,427,anchor.topn3,uv damage eyes photocycl irradiation ultraviolet,0.4208
982,427,wordnet.topn3,uv damage eyes ultraviolet ultraviolet light harm impairment legal injury center,0.4168
983,427,conceptluster.topn5.3.bm25,uv damage eyes ultraviolet diabetic retinopathy,0.3988
984,427,conceptluster.topn5.3.qld,uv damage eyes diabetic retinopathy ultraviolet,0.3988
985,427,tagmee.topn3,uv damage eyes Ultraviolet Diabetic retinopathy,0.3988
986,428,-1,declining birth rates,0.3223
987,429,-1,Legionnaires' disease,0.6606
988,429,conceptnet.topn3.replace,legionnaires disease illness,0.725
989,429,glove.topn3,legionnaires disease ooooooooooooooooooooooooooooooooooooooo illness,0.725
990,429,conceptnet.topn3,legionnaires disease legionnaires disease illness,0.7015
991,429,sensedisambiguation,Legionnaires legionnaire disease,0.6845
992,429,bt_nllb_korean,Legionnaire s disease is a disease,0.6711
993,429,bt_nllb_malay,Legionnaire s disease,0.6658
994,429,bt_nllb_tamil,The Legionnaire s Disease,0.6658
995,429,bt_nllb_persian,Legionnaires disease is a disease,0.6648
996,430,-1,killer bee attacks,0.7607
997,430,bt_nllb_korean,A murderous attack by a bee,0.9008
998,430,tagmee.topn3.replace,Africanized bee September attacks,0.9007
999,430,stem.paicehusk,kil bee attack,0.8981
1000,430,anchor.topn3,killer bee attacks obrechyonnykh pre retir organized cormansi jongrachatawiboon dahliatown,0.8619
1001,430,glove.topn3,killer bee attacks murderer gees bombings,0.7924
1002,430,wiki.topn3,killer bee attacks hybrid animals invasive animal species united states corn snake africanized bee aviation accidents incidents united states crime virginia murders united states september attacks,0.7653
1003,431,-1,robotic technology,0.5211
1004,431,bt_bing_chinese_simplified,Robotics,0.5269
1005,431,bt_bing_korean,Robotics,0.5269
1006,431,bt_nllb_russian,robotics,0.5269
1007,432,-1,"profiling, motorists, police",0.0179
1008,432,wiki.topn3,profiling motorists police findlaw hatcrime mumia abu jamal racial profiling seat belt auto mechanic moped driving publisafety crime prevention law enforcement police,0.0632
1009,432,tagmee.topn3.replace,Racial profiling Driving Police,0.0572
1010,432,word2vec.topn3,profiling motorists police pedestrians cops policemen,0.0415
1011,432,word2vec.topn3.replace,profiling pedestrians cops policemen,0.0409
1012,432,relevancefeedback.topn10.qld,profiling motorists police percent puls drug genet warden polic i road court citi,0.0407
1013,432,glove.topn3,profiling motorists police stereotyping k pedestrians drivers officers policemen,0.0381
1014,432,sensedisambiguation,profiling motorists motorist police,0.0352
1015,432,bt_nllb_swahili,profile driver police officer,0.0347
1016,432,conceptnet.topn3,profiling motorists police identification chief,0.024
1017,432,relevancefeedback.topn10.bm25,profiling motorists police freewai warden said insur checkpoint black deleon speed nunn,0.0218
1018,432,conceptnet.topn3.replace,identification motorists chief,0.0188
1019,432,wiki.topn3.replace,findlaw hatcrime mumia abu jamal racial profiling seat belt auto mechanic moped driving publisafety crime prevention law enforcement police,0.0188
1020,432,wordnet.topn3,profiling motorists police automobilist police force constabulary law,0.0186
1021,433,-1,"Greek, philosophy, stoicism",0.1845
1022,433,bt_bing_persian,Greek Philosophy Stoic,0.2715
1023,433,bt_nllb_russian,Greece philosophy stoicism,0.24
1024,433,stem.krovetz,greece philosophy stoicism,0.24
1025,433,stem.trunc5,greek philo stoic,0.2352
1026,434,-1,"Estonia, economy",0.3195
1027,435,-1,curbing population growth,0.0551
1028,435,bt_bing_tamil,To control population growth,0.3506
1029,435,bt_nllb_tamil,The population growth is controlled,0.3506
1030,435,bt_nllb_russian,population growth,0.3149
1031,435,stem.trunc5,curbi popul growt,0.2505
1032,435,bt_nllb_persian,Decreased population growth,0.2102
1033,435,bt_bing_swahili,Decline in population growth,0.1739
1034,435,bt_nllb_swahili,preventing population growth,0.1538
1035,435,conceptnet.topn3,curbing population growth people number psychosexual development juvenescence,0.144
1036,435,bt_nllb_arabic,Reducing population growth,0.1255
1037,435,bt_nllb_malay,impeding population growth,0.0958
1038,435,glove.topn3,curbing population growth curtailing inhabitants slowing increase,0.0697
1039,435,sensedisambiguation,curbing suppress population growth increase,0.0572
1040,435,bt_nllb_french,limiting population growth,0.0571
1041,436,-1,railway accidents,0.1827
1042,436,bt_bing_malay,Train crash,0.3531
1043,436,bt_nllb_korean,The train crash,0.3531
1044,436,bt_nllb_malay,train crash,0.3531
1045,436,bt_bing_tamil,Train accidents,0.329
1046,436,bt_nllb_tamil,Train accidents,0.329
1047,436,bt_nllb_arabic,Railroad accidents,0.2857
1048,436,bt_nllb_chinese_yue,A railroad accident,0.2857
1049,436,bt_nllb_persian,Railroad accidents,0.2857
1050,436,bt_nllb_russian,railroad accidents,0.2857
1051,436,bt_bing_chinese_simplified,Rail accidents,0.261
1052,436,conceptnet.topn3,railway accidents railroad happen anytime cause injury happen to anyone,0.2447
1053,436,glove.topn3,railway accidents rail railroad fatalities,0.2297
1054,436,sensedisambiguation,railway accidents accident,0.1943
1055,437,-1,"deregulation, gas, electric",0.091
1056,437,bt_nllb_russian,De regulation gas electricity,0.1023
1057,437,bt_nllb_persian,Discounted regulations gas electricity,0.0996
1058,437,bt_nllb_tamil,The government has also been able to regulate the supply of gas and electricity,0.0965
1059,438,-1,"tourism, increase",0.3067
1060,438,bt_bing_german,tourism increasing the number of,0.3109
1061,439,-1,"inventions, scientific discoveries",0.0632
1062,439,tagmee.topn3.replace,Invention Science Discovery observation,0.0661
1063,440,-1,child labor,0.3615
1064,440,conceptluster.topn5.3.bm25,child labor child labour,0.3802
1065,440,conceptluster.topn5.3.qld,child labor child labour,0.3802
1066,440,tagmee.topn3,child labor Child labour,0.3802
1067,441,-1,Lyme disease,0.5683
1068,441,wiki.topn3,lyme disease lyme disease tick borne diseases neurodegenerative disorders lyme disease,0.659
1069,441,wiki.topn3.replace,lyme disease tick borne diseases neurodegenerative disorders lyme disease,0.6542
1070,441,relevancefeedback.topn10.qld,lyme disease tick diseas percent arthriti repel blood,0.6404
1071,441,relevancefeedback.topn10.bm25,lyme disease percent tick diseas arthriti repel were blood,0.6393
1072,441,word2vec.topn3,lyme disease borreliosis borrelia infection,0.5799
1073,442,-1,heroic acts,0.0358
1074,442,glove.topn3.replace,heroism hero such,0.2437
1075,442,glove.topn3,heroic acts heroism hero such,0.1932
1076,442,bt_bing_arabic,Heroic deeds,0.1672
1077,442,bt_bing_french,Heroic deeds,0.1672
1078,442,bt_bing_korean,Heroic deeds,0.1672
1079,442,bt_bing_russian,Heroic Deeds,0.1672
1080,442,bt_bing_swahili,Heroic deeds,0.1672
1081,442,bt_bing_tamil,Heroic deeds,0.1672
1082,442,bt_nllb_german,Heroic Deeds,0.1672
1083,442,bt_bing_chinese_simplified,Acts of valor,0.0875
1084,442,stem.lovins,hero act,0.0832
1085,442,stem.paicehusk,hero act,0.0832
1086,442,stem.trunc4,hero acts,0.0832
1087,442,word2vec.topn3.replace,heroism courageous valiant actions crimes,0.0702
1088,442,bt_nllb_russian,heroic actions,0.0667
1089,442,word2vec.topn3,heroic acts heroism courageous valiant actions crimes,0.0635
1090,442,sensedisambiguation,heroic heroic verse acts act,0.0467
1091,443,-1,"U.S., investment, Africa",0.0486
1092,443,bt_nllb_malay,The US investment Africa,0.3405
1093,443,sensedisambiguation.replace,united states government investment africa,0.29
1094,443,tagmee.topn3,u s investment africa United States dollar Foreign direct investment Africa,0.2391
1095,443,rm3.topn10.10.0.5.bm25,"U.S., investment, Africa",0.2297
1096,443,rm3.topn10.10.0.5.qld,"U.S., investment, Africa",0.2297
1097,443,bt_bing_arabic,United States Investment Africa,0.2199
1098,443,bt_bing_chinese_simplified,United States Investment Africa,0.2199
1099,443,bt_bing_french,United States investment Africa,0.2199
1100,443,bt_bing_korean,United States Investment Africa,0.2199
1101,443,bt_bing_persian,United States Investment Africa,0.2199
1102,443,bt_bing_swahili,United States Investment Africa,0.2199
1103,443,bt_nllb_arabic,The United States investment Africa,0.2199
1104,443,bt_nllb_chinese_yue,The United States investment Africa,0.2199
1105,443,bt_nllb_french,The United States investment Africa,0.2199
1106,443,bt_nllb_korean,The United States investment Africa,0.2199
1107,443,bt_nllb_persian,The United States investment Africa,0.2199
1108,443,bt_nllb_russian,The United States investment Africa,0.2199
1109,443,bt_nllb_swahili,United States investment Africa,0.2199
1110,443,bt_nllb_tamil,The United States investment Africa,0.2199
1111,443,tagmee.topn3.replace,United States dollar Foreign direct investment Africa,0.1764
1112,443,conceptluster.topn5.3.bm25,u s investment africa united states dollar foreign direct investment,0.166
1113,443,conceptluster.topn5.3.qld,u s investment africa foreign direct investment united states dollar,0.166
1114,443,wiki.topn3,u s investment africa introductions currencies kingdom netherlands historical currencies united states united states dollar economic policy international financcorporation capital market foreign direct investment africa asia regions africa africa,0.1447
1115,443,word2vec.topn3.replace,usa u s american investment african africans africa,0.123
1116,443,glove.topn3.replace,us u s investment african continent,0.1036
1117,443,word2vec.topn3,u s investment africa usa u s american african africans africa,0.0875
1118,443,bt_bing_german,USA Investments Africa,0.0792
1119,443,bt_bing_tamil,America Investment Africa,0.0726
1120,443,wiki.topn3.replace,introductions currencies kingdom netherlands historical currencies united states united states dollar economic policy international financcorporation capital market foreign direct investment africa asia regions africa africa,0.0694
1121,444,-1,supercritical fluids,0.5804
1122,444,bt_bing_swahili,Supercritical Water,0.6179
1123,444,bt_nllb_chinese_yue,It s a supercritical liquid,0.5898
1124,445,-1,women clergy,0.3194
1125,445,relevancefeedback.topn10.bm25,women clergy priest pound church which confer clergi magazin synod,0.4629
1126,446,-1,"tourists, violence",0.3033
1127,446,relevancefeedback.topn10.qld,tourists violence public new violenc st belgian tourist al wing said,0.3351
1128,447,-1,Stirling engine,0.1618
1129,447,relevancefeedback.topn10.bm25,stirling engine hi solar commiss group util,0.255
1130,447,conceptnet.topn3,stirling engine central ashfield motor,0.2324
1131,447,bt_bing_tamil,Stirling machine,0.1933
1132,447,bt_nllb_malay,The Stirling machine,0.1933
1133,447,bt_nllb_swahili,The Stirling Machine,0.1933
1134,447,bt_nllb_tamil,The Stirling machine,0.1933
1135,448,-1,ship losses,0.0825
1136,448,glove.topn3,ship losses vessel result,0.1029
1137,449,-1,antibiotics ineffectiveness,0.1815
1138,449,bt_bing_korean,No antibiotic effect,0.2406
1139,449,bt_bing_swahili,Effectiveness of antibiotics,0.2406
1140,449,bt_nllb_german,Effectiveness of antibiotics,0.2406
1141,449,bt_nllb_korean,The antibiotic effect is,0.2406
1142,449,bt_nllb_malay,antibiotics are not effective,0.2406
1143,449,relevancefeedback.topn10.bm25,antibiotics ineffectiveness dollar medicin pneumonia administr antibiot aminoglycosid resist score phosphomycin,0.2396
1144,449,tagmee.topn3.replace,Antibiotics,0.2355
1145,449,wordnet.topn3,antibiotics ineffectiveness antibiotic drug ineffectuality ineffectualness,0.2188
1146,449,conceptluster.topn5.3.bm25,antibiotics ineffectiveness antibiotics,0.2012
1147,449,conceptluster.topn5.3.qld,antibiotics ineffectiveness antibiotics,0.2012
1148,449,sensedisambiguation,antibiotics antibiotic ineffectiveness,0.2012
1149,449,tagmee.topn3,antibiotics ineffectiveness Antibiotics,0.2012
1150,449,conceptnet.topn3,antibiotics ineffectiveness kill bacteria a cabinet,0.1967
1151,450,-1,"King Hussein, peace",0.303
1152,450,relevancefeedback.topn10.bm25,king hussein peace hussein ha jerusalem peac agreement isra jordan,0.3412
1153,450,tagmee.topn3.replace,Hussein of Jordan Peace,0.3309
1154,450,conceptluster.topn5.3.bm25,king hussein peace hussein jordan peace,0.323
1155,450,conceptluster.topn5.3.qld,king hussein peace peace hussein jordan,0.323
1156,450,tagmee.topn3,king hussein peace Hussein of Jordan Peace,0.323
1157,601,-1,Turkey Iraq water,0.6209
1158,601,wordnet.topn3,turkey iraq water bomb Republic of Turkey Al Iraq Irak irrigate pee water system,0.8908
1159,601,relevancefeedback.topn10.qld,turkey iraq water arian he turkei we syria project,0.6837
1160,601,sensedisambiguation,Turkey Iraq water water system,0.64
1161,602,-1,"Czech, Slovak sovereignty",0.3969
1162,602,bt_nllb_persian,The Czech and Slovak Governments,0.4502
1163,602,bt_nllb_malay,The Czech Slovak,0.4412
1164,602,stem.lovins,czech slovak sovereignt,0.4412
1165,603,-1,Tobacco cigarette lawsuit,0.4847
1166,603,bt_nllb_malay,Trial of Tobacco,0.6967
1167,603,bt_nllb_chinese_yue,The tobacco tobacco lawsuit,0.6665
1168,603,bt_bing_arabic,Tobacco smoking lawsuit,0.6573
1169,603,conceptnet.topn3.replace,tobacco smoke lawsuit,0.6573
1170,603,bt_nllb_russian,The court case on tobacco cigarettes,0.6523
1171,603,stem.paicehusk,tobacco cigaret lawsuit,0.6501
1172,603,wordnet.topn3,tobacco cigarette lawsuit baccy tobacco plant cigaret butt suit case causa,0.6351
1173,603,bt_bing_swahili,Tobacco smoking case,0.6318
1174,603,conceptnet.topn3,tobacco cigarette lawsuit smoke,0.6164
1175,603,bt_nllb_arabic,A lawsuit about tobacco,0.6137
1176,603,glove.topn3,tobacco cigarette lawsuit cigarette cigarettes tobacco filed sued,0.6086
1177,603,bt_nllb_swahili,The case of tobacco,0.6041
1178,603,relevancefeedback.topn10.bm25,tobacco cigarette lawsuit cigarett court morri us smoke suit nicotin,0.5883
1179,603,bt_bing_malay,Tobacco cigarette suit,0.5852
1180,603,bt_nllb_korean,The tobacco cigarette suit,0.5852
1181,603,bt_bing_tamil,Tobacco cigarette case,0.5301
1182,603,bt_nllb_tamil,The tobacco cigarette case,0.5301
1183,603,glove.topn3.replace,cigarette cigarettes tobacco filed sued,0.5254
1184,603,word2vec.topn3,tobacco cigarette lawsuit cigarettes smoking cigar countersuit litigation,0.5046
1185,603,bt_nllb_persian,The smoking suit,0.4901
1186,604,-1,Lyme disease arthritis,0.9399
1187,604,conceptnet.topn3,lyme disease arthritis jamaica connecticut newcastle under lyme illness spondylarthritis,0.9418
1188,605,-1,Great Britain health care,0.1966
1189,605,bt_bing_persian,British Health Care,0.2668
1190,605,bt_nllb_swahili,Health care in Britain,0.2428
1191,605,bt_nllb_malay,British health services,0.1983
1192,606,-1,leg traps ban,0.653
1193,607,-1,human genetic code,0.4954
1194,607,relevancefeedback.topn10.bm25,human genetic code gene genet dna would apo map,0.78
1195,607,wiki.topn3,human genetic code apes humans tool using species human epigenetics genetic epidemiology human genetic clustering human genetics lambda phage nucleic acid mutagenesis genetic code,0.6077
1196,607,anchor.topn3,human genetic code placentophagy human hmpv full bodi peykulah dha hanu atcvet бч,0.5728
1197,607,tagmee.topn3.replace,Human Human genetics Genetic code,0.5555
1198,607,wiki.topn3.replace,apes humans tool using species human epigenetics genetic epidemiology human genetic clustering human genetics lambda phage nucleic acid mutagenesis genetic code,0.5435
1199,607,conceptluster.topn5.3.bm25,human genetic code human human genetics genetic code,0.5249
1200,607,conceptluster.topn5.3.qld,human genetic code human genetic code human genetics,0.5249
1201,607,tagmee.topn3,human genetic code Human Human genetics Genetic code,0.5249
1202,607,relevancefeedback.topn10.qld,human genetic code genet modul gene dna apo technolog,0.514
1203,608,-1,taxing social security,0.227
1204,609,-1,per capita alcohol consumption,0.5551
1205,609,relevancefeedback.topn10.bm25,per capita alcohol consumption wine diet product coffe increas beer grain,0.6395
1206,610,-1,minimum wage adverse impact,0.1659
1207,610,bt_bing_arabic,Minimum Wage Negative Impact,0.3957
1208,610,bt_bing_french,Negative impact of minimum wage,0.3957
1209,610,bt_bing_korean,Negative impact of minimum wage,0.3957
1210,610,bt_nllb_arabic,The negative impact on the minimum wage,0.3957
1211,610,bt_nllb_french,the negative impact of the minimum wage,0.3957
1212,610,bt_nllb_german,negative impact on the minimum wage,0.3957
1213,610,bt_nllb_korean,The negative impact on the minimum wage,0.3957
1214,610,bt_nllb_persian,The negative impact on the minimum wage,0.3957
1215,610,bt_nllb_russian,negative impact of minimum wage,0.3957
1216,610,bt_nllb_tamil,The negative impact of the minimum wage,0.3957
1217,610,bt_nllb_chinese_yue,The minimum wage is negative,0.2588
1218,610,stem.porter,minimum wage advers impact,0.1902
1219,610,stem.porter2,minimum wage advers impact,0.1902
